age,income_level,fico_score,delinquency_status,number_of_credit_applications,debt_to_income_ratio,payment_methods_high_risk,max_balance,avg_balance_last_12months,number_of_delinquent_accounts,number_of_defaulted_accounts,new_accounts_opened_last_12months,multiple_applications_short_time_period,unusual_submission_pattern,applications_submitted_during_odd_hours,watchlist_blacklist_flag,public_records_flag,account_age_days,credit_history_length,location_encoded,occupation_encoded,charge_off_status
68,9375,353.6663854135782,101,4,1.733742004243016,0,24317.121928424276,8386.285359478221,2,1,3,0,0,1,0,1,533,47,5,2,1
43,13881,398.95066985639704,111,3,0.9150952674238619,0,50265.72405013244,15767.393350310405,4,1,3,1,1,1,0,0,108,371,8,3,1
46,15049,361.28311337075235,99,5,2.6623563369207375,0,2302.245227473524,623.9755110917173,3,1,3,0,0,1,0,0,1710,2431,7,3,1
55,5329,489.54436504334365,105,3,1.8570366669677836,0,23762.481334868007,11064.243193486278,3,1,3,1,1,1,0,0,1752,2295,2,7,1
34,5417,561.2646537974055,0,1,1.4352374073055172,0,51896.29573967695,45961.461311227664,1,0,0,0,0,0,0,0,1415,3128,4,6,1
51,3124,379.317530122245,91,2,1.8917707648919024,0,47479.39119329028,12971.040977253946,3,1,3,0,0,1,0,0,1188,2640,1,5,1
23,25056,726.2276421344511,12,1,0.954489768855482,0,11661.743256658985,7229.201552978666,0,0,0,0,0,0,0,0,785,597,8,10,1
43,3572,617.5633352427184,0,1,2.240680853469722,0,24972.064081345325,18367.22426273152,0,0,0,0,0,0,0,0,1336,2922,4,6,1
29,54555,450.26060120813094,98,6,1.9668030811203965,1,31198.284084899955,10019.205728323594,3,1,2,0,0,0,0,0,1141,1097,0,8,1
57,57953,515.9501310735375,0,1,1.2058086696825914,0,58954.849369348194,50947.34074639275,1,0,0,0,0,0,0,0,763,2578,5,0,1
33,2719,468.2379308980599,97,5,1.7884238680460385,1,28260.757932179913,9799.745007821097,3,1,3,1,1,1,0,0,990,1050,5,5,1
26,15341,711.2415839471329,104,9,1.3756273250790183,1,8533.85138215616,1773.2006327975296,3,1,3,0,1,1,0,1,203,1762,7,3,1
41,21135,399.55014321377513,97,7,2.364910241453362,1,46294.49918864669,22004.280973545243,4,1,3,0,0,1,0,0,907,954,1,0,1
49,27167,750.5337244582088,0,1,1.1762120221351198,0,79679.65945261101,64204.98698654856,0,0,1,0,0,0,0,0,970,556,3,0,1
60,14193,364.219106712292,100,5,1.6914318723175101,1,2776.3125518213533,932.1172035620691,4,1,3,0,0,0,0,0,856,798,5,6,1
42,20199,726.4045800718864,0,1,1.5404700827681055,0,32688.108038104107,26242.08087834042,0,0,3,0,0,0,0,0,740,1315,2,0,1
41,23708,442.67076296935466,95,3,1.6239689767103054,1,21855.052952117043,6681.750809316913,3,2,3,1,0,0,0,0,614,1043,9,3,1
45,14681,430.4641596519423,100,4,2.124446257537972,1,40317.841123301725,16709.97118585995,3,2,1,1,1,0,0,0,570,2399,3,3,1
21,7589,703.3141301211249,0,1,2.4887088961908557,0,36248.411791376086,32167.453886684118,0,0,0,0,0,0,0,0,165,773,6,2,1
44,4792,603.9675743940069,103,5,1.7065580493986898,0,27217.54882475281,6065.305512650391,3,1,0,1,0,1,0,0,1054,208,7,7,1
62,8066,624.7247887178628,15,1,1.275098041893308,0,74657.91260315558,55411.515489340214,0,0,1,0,0,0,0,0,294,1562,1,1,1
45,6510,633.9368895074205,0,1,1.8495371258734508,0,37280.573764600944,35023.01764579844,0,0,0,0,0,0,0,0,1355,762,1,6,1
25,7338,421.9489675139654,95,8,2.15139616125801,0,31854.273478944597,14426.49176962238,2,1,3,0,0,1,0,0,198,-14,7,4,1
70,14951,690.5774982159381,21,1,1.3165167379831306,0,61762.89047831219,44311.180091396825,0,0,0,0,0,0,0,0,1414,2406,1,3,1
51,56695,430.1940289240989,96,2,1.4876951582691513,0,18596.82367697353,7274.630701556551,3,2,3,1,1,0,0,1,1015,2203,1,3,1
27,52586,454.71053442562413,93,5,2.030519803023072,1,8256.578918667125,2763.219159728094,3,1,3,1,1,0,0,0,1659,2992,7,0,1
23,8863,592.7446396836945,26,1,1.0929093798810543,0,55485.04351810316,47133.19356318578,1,0,2,0,0,0,0,0,711,2644,6,2,1
19,3171,425.86018807870664,97,2,1.4593073950207218,0,50849.43263581534,25357.170933370144,3,1,3,0,0,1,1,1,296,2935,4,2,1
61,5205,526.3980871832576,9,1,1.399583093190605,0,19136.439160447037,11665.168866342665,1,0,1,0,0,1,0,0,1502,960,2,5,1
42,74109,694.5085297115381,6,1,1.3150839660159448,0,49560.65997353341,32705.572496233126,0,0,0,0,0,0,0,0,789,1240,4,4,1
28,46738,409.5703979946256,116,4,2.28407374024484,1,15145.314415101413,5819.077996145377,4,2,3,1,1,0,0,0,821,702,7,7,1
72,27162,443.57772289655946,105,4,2.6175343623966607,1,52255.16824411294,16857.436321915302,3,1,2,1,0,0,0,0,1369,671,7,8,1
39,5922,346.71723017956833,107,2,1.0929856082320724,1,29517.731253680773,6405.78665961544,3,1,3,0,0,0,0,0,808,2513,7,2,1
40,8576,790.2403093003098,0,1,1.415427386974161,0,70917.07734706381,61076.670371713175,0,0,0,0,0,0,0,0,746,669,2,3,1
39,26765,614.562734376335,98,7,2.4499579725747975,0,45248.70435439252,13778.929040754138,3,2,0,1,0,0,0,0,1544,878,7,10,1
49,14487,468.83406126212566,104,3,1.4099926514159122,1,12178.286472665188,5344.403405582878,3,2,2,0,1,1,0,0,1301,2013,5,5,1
70,14604,668.4887452992078,0,1,1.2496800083164932,0,74286.94118177125,55584.56297231589,0,0,1,0,0,0,0,0,1408,1229,5,2,1
42,42857,517.2980328771968,112,7,1.1882930183970986,0,30196.702171930585,11770.623953716438,3,1,2,0,1,0,0,0,1312,2688,1,2,1
48,48730,780.5387914417362,1,1,1.292013368161867,0,85231.08288024264,65075.784446836,0,0,0,0,0,0,0,0,432,1877,2,8,1
44,19651,574.9092593778628,0,1,0.898451673982916,0,84106.90592486733,62234.9740146438,1,0,1,0,0,0,0,0,1115,728,1,2,1
34,52042,546.8049304153587,65,1,1.7530807274613518,1,16672.36687597217,9569.793402783205,3,1,2,0,0,0,0,0,1003,574,9,6,1
69,6262,406.3100738898054,109,3,1.7083380167528612,0,5446.095068473498,1758.619677073651,2,1,3,0,1,0,0,0,559,540,7,5,1
58,81559,456.12862071879476,96,5,0.8600517640287947,1,22965.785046755253,6610.4939669843,3,1,3,0,1,0,0,0,970,2623,8,5,1
25,36630,376.38507538944464,97,9,0.8673382124082223,1,48259.693055879274,10668.19065020023,3,1,3,0,1,0,0,0,511,470,1,1,1
33,5822,601.4427330176985,0,1,1.2435232423894367,0,50140.22853126281,47519.19577373697,0,0,0,0,0,0,0,0,1559,3186,6,4,1
43,4302,446.30742322485867,100,2,2.3433172801217803,0,7096.628361664465,3272.875650470689,1,1,2,0,1,0,0,0,1302,1114,7,5,1
65,16484,441.2223050879257,111,6,1.5254456251741584,0,19504.25774042673,6833.260461075954,3,1,4,1,1,1,0,1,833,1357,9,3,1
58,15845,469.5142686029234,110,9,0.7994961719515136,1,9957.69164186001,3568.6440109924297,3,1,3,0,0,0,0,1,372,600,0,1,1
39,16332,482.2682917035178,104,3,1.973603764288685,1,11493.264517971638,5365.905508415368,3,1,3,0,0,1,0,0,439,2328,2,3,1
61,74085,440.9157435178491,90,4,1.4479586644106885,1,19592.537471474392,6572.275156537538,3,2,3,1,1,1,0,0,633,2026,5,3,1
31,42393,487.62855780479373,35,1,1.5275335082738106,0,14985.944202841823,10175.9084877805,2,0,3,0,0,0,0,0,1258,700,2,4,1
26,43351,470.5328432519735,95,2,1.956780640150758,0,22089.61921341064,5150.353645749241,3,1,3,0,1,1,0,0,383,2517,7,10,1
51,49239,452.30775291724933,110,4,1.823146192362979,1,6637.2986105750115,1883.1383116662998,3,1,3,0,0,0,0,0,857,2548,6,10,1
33,14759,764.2634894641233,4,1,1.4750810083865875,0,56711.87135780052,46921.25751951887,0,0,1,0,0,0,0,0,730,2429,5,1,1
69,4030,418.7045720550957,106,3,2.279859402656365,0,17130.531619569003,7587.284142169805,3,2,3,1,1,0,0,1,808,1234,2,2,1
53,16944,455.0,94,4,1.7966204122276441,1,43918.086741173836,10167.573022322093,3,1,3,0,0,1,0,0,1428,3308,6,6,1
37,8191,659.1192318290613,0,1,1.9492208397220423,0,45602.16201753877,38210.92677234564,0,0,0,0,0,0,0,0,1128,2591,7,7,1
65,25617,645.4419600829298,105,1,0.7819399113063215,0,30154.721411459086,14571.740324540686,3,1,0,0,0,0,0,0,1477,1891,5,10,1
61,4455,391.1263888951961,104,3,2.0089334108514216,1,13042.616507122311,4981.302720400805,4,1,4,0,0,0,0,1,1705,1916,8,4,1
34,3017,374.0150835023653,101,4,2.656365603174603,1,4527.167738828632,1584.0448319907223,3,1,3,0,0,0,0,0,1271,2538,0,7,1
60,15305,489.200644234559,97,5,2.1901221445160006,1,48728.11271379602,21958.607102538917,4,2,2,0,1,0,0,0,1222,1433,5,5,1
42,15714,391.4665402882876,98,4,2.108013963193639,0,9337.838240716395,2767.4264537063623,4,1,3,1,0,0,0,0,841,1762,3,8,1
36,15249,433.9456079325611,103,3,2.030994830813092,0,8485.705388099868,2861.9324147460106,3,2,2,0,0,1,0,0,893,1745,2,6,1
38,39249,489.746181058792,34,1,0.9507851418523163,0,61572.26846562794,53627.643229646426,2,1,3,0,1,0,0,0,657,2466,6,3,1
35,31485,534.2185333155749,0,1,1.2224090968974546,0,38241.796144708365,24076.41530180462,0,0,1,0,0,0,0,0,460,2051,1,4,1
40,3570,473.7036838123311,102,5,1.651703709085637,0,8464.042732282187,2740.0881358592296,3,1,3,0,0,0,0,0,732,1684,8,3,1
51,2286,842.0605755054197,0,1,1.3391059623224464,0,88879.79946810364,65349.514749122165,1,0,1,0,0,0,0,0,604,3229,8,6,1
37,45629,423.69607895326,110,8,1.3349926369774014,1,4225.514028481679,1175.3648161435187,4,1,3,1,0,0,0,0,1592,2556,1,1,1
50,46463,385.9149983610079,94,6,1.6040078878437805,1,29619.75456717667,7501.014212926115,3,2,2,1,1,0,0,0,521,3404,1,4,1
66,44820,433.7294600461228,95,8,2.4922356941025443,0,12515.217786670028,4772.238308972741,4,2,4,0,1,0,0,0,441,775,6,5,1
49,44644,521.8307524267598,94,2,1.980146618625067,1,26095.31520690854,7596.764464174752,3,2,1,1,1,0,0,0,941,3109,2,8,1
64,13843,661.7316048307523,0,1,1.4956590569216157,0,52625.78454833111,30264.835679348245,0,0,0,0,0,1,0,0,1185,1005,6,8,1
39,24480,346.528466975268,113,8,1.499162802144597,0,5900.508695469078,11344.687235189635,3,1,3,0,1,1,0,0,1130,2334,7,0,1
67,3728,843.0668164701816,99,9,0.8428602900067217,0,4294.5340818587965,1308.1976303201764,3,1,3,0,1,0,0,0,567,102,1,2,1
33,8495,385.42713639516927,105,2,2.03566211509742,0,6588.102804071478,6972.556562350162,3,2,3,1,1,0,0,0,380,2572,3,9,1
31,5902,371.6728083856002,109,9,2.721857782125,0,25875.56098095977,11457.429810642401,3,1,3,1,1,1,0,0,1323,2216,6,3,1
39,6248,420.81111852301825,98,4,2.2674844345638014,0,1953.035956153271,864.9286916751396,4,1,4,0,1,0,0,0,1252,2076,4,2,1
42,46554,632.6961911863366,0,1,1.0146550364142195,0,83990.77090590757,60710.441028505724,0,0,0,0,0,0,0,0,992,1562,0,10,1
46,2421,652.5869647453165,0,1,1.5894509886981065,0,105863.80440652187,76611.15348931296,0,0,2,0,0,0,0,0,778,970,4,2,1
72,26987,649.2693715173782,14,1,0.9687270820606139,0,44969.88267907506,33281.755557433964,0,0,2,0,0,0,0,0,594,292,8,9,1
39,20788,485.4329991717283,104,3,1.5341715383785726,0,6939.596704617234,1636.6624330230954,3,1,4,0,0,1,0,0,468,1719,4,8,1
50,9513,520.0515915386208,76,2,2.1211708741191746,0,14569.234967367072,10295.075550037984,2,1,2,0,0,0,0,0,562,879,2,3,1
51,63661,496.38708334275464,98,2,1.2492167170838724,0,47947.17832080635,20073.31407914309,3,1,3,1,1,0,0,0,1392,2592,3,4,1
65,54298,729.5647639825331,16,1,1.0792616683657468,0,13344.980164242874,12211.3426344985,0,0,0,1,0,0,0,0,1230,730,7,9,1
56,9636,373.8953016713645,65,1,0.7115806852633919,0,38031.02960416561,27604.25548981637,3,0,3,1,0,0,0,0,1413,2829,1,7,1
29,9576,358.34613660060245,110,1,2.4616678123031717,0,47194.3679541112,8946.126080232785,3,1,2,1,0,0,0,0,263,3012,5,2,1
62,51933,517.6991904797918,114,4,2.6598681547092715,1,49511.41424481115,13075.303666535063,4,1,2,0,1,0,0,0,543,981,3,8,1
58,16204,496.3131643249843,100,2,2.2933652663300528,1,10774.898422962538,4253.548876609302,3,1,2,0,0,0,0,1,882,1401,4,2,1
46,7641,430.8375292493964,94,5,2.3185363759602184,0,18026.204187979674,3978.482880902579,3,1,4,0,1,0,0,0,839,101,2,4,1
39,58221,521.5031954709156,1,1,0.8338137607610581,0,61875.7073000877,49366.17058803417,2,0,2,0,0,0,0,0,338,374,4,6,1
45,6926,647.4929832528434,75,5,1.4336425845352232,0,36195.86191255805,20486.4325353627,2,1,0,0,0,1,0,0,570,2654,4,7,1
31,46809,381.5109817559504,92,5,2.268013694736833,0,32172.34995279867,14241.299866713232,4,1,4,0,1,0,0,0,1362,1,4,0,1
44,8109,395.9082483368154,91,8,2.2620900639170363,1,5932.0350865020955,2399.797028214688,1,1,3,0,1,1,0,0,1595,2421,4,3,1
51,38526,553.3688727757691,98,4,2.559264267870908,1,49793.54611520258,15666.60841401219,3,1,2,1,0,1,0,0,1124,1661,7,8,1
36,17158,625.267345317666,19,2,1.2711204978029915,0,33988.3012667227,22722.04109088226,1,0,1,0,0,0,0,0,1138,1502,5,0,1
27,15516,387.27600408755706,98,1,2.6361197619689203,1,41878.331800081345,14978.646830282205,3,1,3,1,1,1,0,0,1393,2052,5,3,1
56,15982,487.3397306235309,109,4,1.4459667149612896,0,39079.26199552286,15405.863364672567,3,1,2,1,1,0,0,0,640,973,8,3,1
62,3388,747.1822663364874,0,1,1.4946539780277668,0,57357.05705467527,46995.13408052572,0,0,0,0,0,0,0,0,525,2884,5,7,1
40,6210,430.75363184188734,94,3,2.554636088842341,0,1810.5857303817193,542.2824577784968,3,1,3,0,1,0,0,0,212,3169,0,0,1
51,14617,364.4984653669652,117,3,1.4152686333377038,0,16008.142039761668,4928.709330496773,0,1,3,1,0,1,0,0,560,1951,5,2,1
30,15004,544.5342354317205,96,2,1.835673535439906,1,29837.450046349495,11555.032150766825,3,1,1,1,0,1,0,0,1197,1972,1,3,1
52,44036,343.94796740938534,118,9,2.035525287220432,1,1149.6619909264414,582.4620002831409,3,2,3,1,0,0,0,0,173,291,8,10,1
50,45129,443.4127403104113,93,2,2.517445438767102,0,37051.33185950367,16062.001982366666,3,1,3,0,1,1,0,0,947,1896,5,4,1
54,42454,701.2338989848076,0,1,1.9663170592851,0,49677.034716895774,36046.54044288017,0,0,0,0,0,0,0,0,1515,1254,2,5,1
58,6264,711.593706186165,8,1,1.1626988750329805,0,29702.987121810762,19724.219094157696,0,0,0,0,1,0,0,0,246,1048,1,7,1
33,3864,457.94549368291854,105,7,2.4528121044424336,1,28746.060264725496,6530.034277386713,3,2,1,0,0,1,0,0,545,3279,7,2,1
37,15685,677.5562080703356,9,1,1.0956429723832075,0,34522.04956644895,23625.655704465964,0,0,0,0,0,0,0,0,240,1932,7,2,1
40,32287,742.8542177524746,0,1,0.9031285460196735,0,60792.19164009914,48829.7945340287,0,0,2,0,0,0,0,0,1756,1206,8,4,1
35,5753,359.7267922027259,107,6,1.8872120778607848,1,12698.515954074168,3638.5795505707706,0,1,3,0,0,1,0,0,656,3158,2,7,1
46,42080,712.3120506294856,6,1,1.7111767755399163,0,69994.2525180046,52977.982744602305,0,0,0,0,0,0,0,0,1215,818,4,8,1
34,6986,481.5580449436671,108,4,1.8723446753058062,1,37200.0574229342,16181.965300959211,4,1,2,1,0,1,0,0,940,1101,4,7,1
63,4150,525.990135285207,0,1,1.141165509550415,0,32210.405651261164,21516.384786675695,1,1,1,0,0,0,0,0,565,1282,1,2,1
62,37801,377.08621690135243,96,8,2.255299717980583,1,15311.300156215219,4999.703407301256,3,1,3,0,0,0,0,1,1298,520,1,0,1
30,4265,602.0880787242579,0,1,1.0098906984892206,0,52000.58829257446,45737.85865820187,0,0,0,0,0,0,0,0,187,832,5,2,1
52,6015,663.5114937608785,0,1,1.184273844110078,0,32859.81221291665,26610.727160331473,0,0,0,0,0,0,0,0,689,1738,4,4,1
38,2854,407.3218919262533,97,3,2.0775763076709066,0,3845.291691173927,1400.4675665780499,3,1,3,1,0,0,0,0,1440,1877,5,3,1
33,96059,462.7760911339181,63,4,2.1458536586238597,0,16287.090270038949,6193.064463106848,3,1,3,0,1,0,0,0,1311,2403,4,4,1
26,2473,690.4104522832884,5,1,1.5553632477851111,0,35791.7876294719,29277.215578278927,0,0,2,0,0,0,0,0,417,1364,7,7,1
47,7075,692.1000103166022,0,1,1.0789004186430202,0,28531.382927184546,19384.676524074086,0,0,1,0,0,0,0,0,551,832,2,5,1
38,7808,662.7211776456373,113,4,2.1250912836252946,0,20322.3320366354,7666.769388974414,3,1,3,1,0,1,0,0,882,2294,1,1,1
45,7087,429.52522528357105,102,3,1.9187739034614433,1,22238.24190949596,8420.592630957857,3,1,3,1,1,0,0,1,1484,1852,1,2,1
46,40429,456.48720999997295,101,4,1.4385007052621925,1,21946.63665413749,10541.51885513942,3,1,3,0,1,0,0,0,742,866,2,7,1
47,30086,776.2000207551171,0,1,1.144762085636026,0,38954.6198592424,34627.083612269824,0,0,0,0,0,0,0,0,121,1735,5,8,1
28,3083,334.6892582219096,58,3,1.8049641371067522,0,12951.56149899487,9801.310875875199,4,1,3,0,1,0,0,0,976,1721,2,5,1
56,5211,751.2820515742121,0,1,1.1186584178687398,0,70330.06647996091,48736.27013098839,0,0,0,0,0,0,0,0,1082,340,8,6,1
67,8984,459.3817592249185,101,7,1.1349365951775303,0,17868.727787663658,4226.715339804381,3,1,3,0,0,1,0,1,713,958,3,2,1
56,3793,358.0392079538596,99,4,1.9746023127506058,1,42951.9614130491,11584.314199159235,3,2,3,0,1,1,0,0,1790,3228,3,1,1
62,15065,473.2743295661042,111,5,1.4240071589644692,0,25396.630191563716,12579.881484780459,3,2,3,1,1,1,0,0,705,2201,5,3,1
44,53745,474.1570651384728,99,3,1.8777966262916532,1,7821.039779760349,3350.577895641974,3,1,2,1,1,0,0,0,1284,1546,3,5,1
24,2957,700.3429657036788,0,1,0.751957716760181,0,34858.328730718844,21198.91656516382,0,0,3,0,0,0,0,0,122,3130,4,2,1
39,4663,659.2103293947162,93,8,1.239783282422347,1,31503.35561556479,9390.809311957704,4,2,0,1,0,0,0,0,477,1853,8,2,1
46,6101,615.9065975945637,0,1,1.3063187968842853,0,101848.74035946847,70563.94016482605,1,0,1,0,0,0,0,0,603,1744,7,4,1
63,2752,525.0428898835519,104,8,2.215813242095594,0,36870.47268309651,11771.494405029902,3,1,3,1,1,1,1,0,765,1107,3,3,1
39,9045,442.5162964211771,109,4,2.062321840789418,1,14196.906557159626,4277.15837534182,4,1,3,0,1,0,0,0,770,2044,3,4,1
61,45825,490.54405397487454,109,10,1.7143215562476992,0,12984.85913627657,4087.0010760784735,4,2,3,0,1,0,0,0,859,615,9,1,1
40,3878,492.12580793691615,106,6,1.6926206617470705,0,44963.762795052986,16809.96788676639,3,2,3,0,1,1,0,0,808,2306,5,2,1
40,57741,360.82215861450186,118,2,1.2064528431897674,1,10276.606446605969,4479.804304093025,3,1,4,1,1,1,0,0,1047,-27,7,0,1
63,4642,706.9125429734859,16,1,1.0976015384279085,0,59467.64304675419,28909.713566318067,0,0,4,0,0,0,0,0,1594,1631,7,1,1
51,50519,546.4444644606058,97,4,2.214360604675561,1,21082.202261028437,7058.420059845275,3,2,2,1,1,0,0,0,1525,2099,3,4,1
57,42181,516.0539483313978,106,6,1.6328747673456765,1,3275.112644046755,1172.0305007778895,3,2,1,1,1,0,0,0,930,1565,2,0,1
57,62398,424.2700638431277,100,10,2.016029140001902,0,37237.31765073769,13885.916859780313,1,1,3,0,1,0,0,0,1145,1896,3,6,1
71,69794,437.1704945510855,94,3,2.659035357722871,0,6535.895946476445,9091.302014849143,3,1,3,0,1,1,0,0,324,1974,2,5,1
44,5618,483.49103787093316,106,4,1.3247841234482929,0,50460.31350495605,19877.294393160366,1,1,1,0,0,0,0,0,721,2858,2,6,1
50,12794,594.3566689006487,47,1,2.1617959104592845,1,28849.88428663154,44285.57286057363,1,0,0,0,0,0,0,0,1162,1796,4,2,1
47,56778,358.42877212568794,117,3,1.3491035408873107,1,10408.362931850274,4028.3385794709543,3,1,4,0,1,0,0,0,837,463,6,0,1
38,8824,374.798825604942,105,2,2.344181794668599,1,8862.208356588053,3972.2687843479857,3,2,4,1,1,0,0,0,595,3185,6,7,1
35,59264,563.5506603581152,7,1,1.1394808374671541,0,63102.39839122355,51425.66254266009,1,0,2,0,0,0,0,0,526,336,4,6,1
63,8835,840.7843392904167,105,3,2.2801718736235532,1,43232.12310972959,10765.414554577534,3,2,0,0,0,1,0,0,518,-107,6,7,1
43,16019,368.54628338845,111,8,2.3387906039796222,1,17551.844604608836,6969.78794654651,3,2,3,1,1,0,0,0,822,3194,8,1,1
63,55910,444.80677382557,110,4,2.2127548961327275,1,11569.472393978314,3414.351797053058,4,1,4,0,1,0,0,0,771,2020,5,1,1
43,3220,570.4942825792614,0,1,1.2863323843939174,0,79429.67579244601,64529.61365157715,0,0,2,0,0,0,0,0,354,2428,2,5,1
51,14609,362.7798103507328,118,3,1.409490518682051,0,16019.47826408015,4916.596170365059,0,1,3,1,0,1,0,0,569,1978,5,2,1
52,9526,515.5994876315815,99,9,2.530854971690032,0,32787.41661455905,16559.99372813711,3,1,1,1,0,1,0,0,857,53,4,6,1
21,4197,552.9859187097023,113,3,1.5506175420570563,1,7306.017879069959,2034.8916412620208,2,1,1,1,1,0,0,0,731,948,0,2,1
65,5059,543.0622922078371,112,5,2.204669211069742,1,40641.49710652942,10569.247915293372,3,2,1,1,1,1,0,0,588,3305,1,2,1
36,54903,399.0550525171444,100,3,1.225077136508967,1,8970.945964736773,3269.9196291897406,3,1,4,1,1,0,0,0,1445,1841,7,0,1
51,44539,724.3990705572046,0,1,0.6905849623740027,0,11264.569826723815,7474.380043566795,0,0,0,0,0,0,0,0,481,1987,3,0,1
61,13129,595.5901321660615,26,1,1.199344248700419,0,30345.021893537283,22008.921374905865,1,0,1,0,0,0,0,0,1560,2705,4,5,1
52,71836,689.0992451066043,7,1,1.4752606014452234,0,45997.90660985134,33021.989431117894,0,0,0,0,0,0,0,0,433,1310,6,5,1
47,53961,513.6804118669297,97,1,2.010383269173239,0,33025.66091622777,10914.234017036784,3,1,2,0,0,0,0,0,1226,1381,6,4,1
41,3644,574.9578646415914,0,1,1.0475148835861123,0,34374.30407853842,21314.47815232231,1,1,3,0,0,0,0,0,213,1981,2,2,1
30,40716,400.7965852685124,108,2,2.6545679859898623,0,39146.4154730431,12708.550283762888,2,1,3,0,1,0,0,0,1117,2008,1,6,1
47,15035,665.1858380397822,0,1,1.0537878907793248,0,66580.25898983263,46284.19150972595,0,0,0,0,0,0,0,0,335,111,4,3,1
67,3549,556.5531187790983,97,2,2.13596093606669,0,40753.76831217428,15077.590276513623,3,2,1,1,0,1,0,0,1233,69,2,2,1
61,53591,359.4481813835633,94,3,1.9349018285780253,0,33215.57300926523,9155.229300475845,3,1,3,0,0,0,0,0,1339,1607,7,0,1
52,58639,520.1775809295061,0,1,1.1855573464560671,0,59804.43276999127,51029.18332506439,1,0,1,0,0,0,0,0,662,2076,4,1,1
41,46340,545.7761494550356,91,7,1.3037839188726337,1,4579.886749166068,1359.1658228587846,3,2,1,1,1,0,0,0,1554,2088,0,0,1
59,3545,558.3596010430217,102,1,1.5201957815388387,0,35510.809158048796,11679.784469302609,1,2,1,1,1,1,0,0,1752,334,0,6,1
62,9537,502.4309112052281,100,2,1.3734672376681911,0,42380.09256226276,10380.241277375844,3,2,2,0,1,0,0,0,173,-328,2,7,1
29,4105,481.6309325428319,102,3,2.3147458685110855,0,28409.377176442413,7226.111329872954,3,1,3,1,0,0,0,0,1576,1756,4,2,1
22,41818,626.755030842785,106,10,1.352259576283016,0,40126.88985190395,14845.58392426686,3,1,0,0,1,1,0,0,115,747,6,0,1
34,69391,625.6872048906263,97,8,1.5905211291195467,0,24211.01193560679,9203.484826176464,4,2,0,1,0,0,0,0,738,2486,8,4,1
27,16064,444.92277052403847,91,7,2.6509839216106443,0,8728.926291554968,3435.7040213873943,1,2,3,1,0,1,0,0,1580,212,3,3,1
28,39542,404.49180234229533,112,2,2.3680703021128027,0,38713.970388366906,11006.64958057367,3,2,3,0,1,0,0,0,1076,2304,3,3,1
68,7202,655.5380463244766,7,1,1.072969641730276,0,75855.4972303582,49394.30676393468,0,0,0,0,0,0,0,0,187,1970,7,5,1
60,18012,456.6994660005626,95,3,2.089189029856949,0,19364.440438982627,8152.6030135664905,3,2,3,1,1,0,0,0,1443,700,8,6,1
34,2692,449.8750785316089,114,4,2.2779317314724126,1,3207.8624330011244,1549.3236754189484,3,1,3,1,0,0,0,0,253,924,5,3,1
35,12659,732.6499211987947,2,1,1.7127697085153257,0,87077.17057246329,79779.16275778267,0,0,4,0,0,0,0,0,1206,664,0,2,1
26,2918,403.1467202391233,101,2,1.620529170194804,1,13258.7840840003,4735.2602510309225,3,1,4,0,0,0,0,1,464,2234,1,6,1
53,8416,433.2402409456732,96,4,1.679323915006532,1,10011.683393304982,3599.162970857349,3,1,2,0,0,0,0,0,1414,2489,5,4,1
23,3861,469.1763975935457,106,3,1.7879265903870205,0,6411.009705749605,1913.3020486102812,3,2,3,1,1,1,0,0,1353,982,0,2,1
50,51069,402.83434968039126,103,7,1.7795515183697648,1,3961.282967953029,1464.1653169179845,3,1,3,0,0,0,0,0,1471,2764,4,8,1
61,4533,406.70653946543115,103,5,1.3040665273290484,1,30055.623480315156,12196.85364753687,4,1,2,0,1,1,0,1,1370,-154,1,2,1
23,3589,515.9548076546035,102,3,2.0478421283438033,1,14814.579760272833,3529.7716894744904,2,2,1,1,0,0,0,0,1661,1563,2,7,1
46,15758,698.5750609929596,5,1,1.3127747810622323,0,58727.56705560409,46853.835479532405,0,0,1,0,0,0,0,0,593,1829,3,3,1
31,4364,567.8929110264768,1,1,1.1301371767838226,0,85926.82534649027,71492.3272674633,1,0,1,0,0,0,0,1,465,2226,3,2,1
35,53289,594.3831225360005,105,1,0.9746169321152554,1,3776.05562274515,1621.8317196917171,2,1,4,0,0,0,0,1,1509,2128,5,2,1
22,25872,677.1189083557964,0,1,1.004684502508475,0,100742.80637822035,83476.06928765317,0,0,0,0,0,0,0,0,1023,2432,9,0,1
28,40637,351.9894626899191,94,8,2.5272340848922537,1,26610.35674340378,7675.571011639178,2,1,3,1,1,1,0,0,1547,-55,3,6,1
24,3299,666.5395613649396,10,1,1.5024766402069252,0,63309.6061953873,45431.68436313607,0,0,1,0,0,0,0,0,667,1554,2,2,1
24,2962,319.9555805918442,49,2,1.752087840317661,0,13218.27471722197,9977.787188609287,4,1,3,0,1,0,0,0,870,1833,2,6,1
24,43635,393.2215360567487,94,5,2.4358149005627805,1,45953.23112916358,12597.958748018124,3,1,3,0,1,0,0,0,1671,88,8,7,1
43,21977,574.0649358651164,107,3,1.0406441012556857,1,43010.16163643975,18753.78096809115,2,1,1,0,1,0,0,0,132,361,8,9,1
49,31288,748.0137122035756,11,1,1.1683451807772542,0,91129.8343828224,68491.67779350969,0,0,0,0,0,0,0,0,1008,2960,3,0,1
